day,product_title,variant_title,total_sales,net_quantity
2018-02-25,Muffin,,210.000,7
2018-02-25,Croissant,,140.000,5
2018-02-25,Cookie,Dark,22.000,1
2018-02-25,Cookie,Bright,220.000,10
2018-02-25,French Toast,,280.000,7
2018-02-25,Hindbærsnitte,,340.000,17
2018-02-25,Almond Croissant,,490.000,14
2018-02-25,Banana Bread,,270.000,9
2018-02-25,Brownie,,510.000,17
2018-02-25,Half Landbrød,,50.000,2
2018-02-26,Cookie,Dark,104.500,5
2018-02-26,Brownie,,180.000,6
2018-02-26,Half Landbrød,,50.000,2
2018-02-26,Cookie,Bright,88.000,4
2018-02-26,Banana Bread,,120.000,4
2018-02-26,Almond Croissant,,175.000,5
2018-02-26,Muffin,,90.000,3
2018-02-26,Other brød,,48.000,1
2018-02-26,Kanelsnegl,,301.000,11
2018-02-26,Landbrød,,930.000,21
2018-02-26,Hindbærsnitte,,60.000,3
2018-02-27,Almond Croissant,,280.000,8
2018-02-27,Croissant,,56.000,2
2018-02-27,Half Landbrød,,50.000,2
2018-02-27,Cookie,Bright,104.500,5
2018-02-27,French Toast,,200.000,5
2018-02-27,Landbrød,,360.000,8
2018-02-27,Other brød,,48.000,1
2018-02-27,Hindbærsnitte,,80.000,4
2018-02-27,Cookie,Dark,44.000,2
2018-02-27,Muffin,,180.000,6
2018-02-27,Brownie,,60.000,2
2018-02-27,Kanelsnegl,,252.000,9
2018-02-27,Banana Bread,,120.000,4
2018-02-28,Almond Croissant,,385.000,11
2018-02-28,Kanelsnegl,,329.000,12
2018-02-28,Landbrød,,888.750,20
2018-02-28,Croissant,,28.000,1
2018-02-28,Cookie,Dark,88.000,4
2018-02-28,Brownie,,120.000,4
2018-02-28,French Toast,,240.000,6
2018-02-28,Banana Bread,,240.000,8
2018-02-28,Muffin,,90.000,3
2018-02-28,Cookie,Bright,88.000,4
2018-02-28,Half Landbrød,,25.000,1
2018-02-28,Hindbærsnitte,,60.000,3
2018-03-01,Cookie,Bright,171.830,9
2018-03-01,Half Landbrød,,25.000,1
2018-03-01,Brownie,,420.000,14
2018-03-01,Kanelsnegl,,406.000,15
2018-03-01,Almond Croissant,,376.250,11
2018-03-01,Landbrød,,855.000,19
2018-03-01,Muffin,,211.810,8
2018-03-01,Hindbærsnitte,,320.000,16
2018-03-01,Banana Bread,,120.000,4
2018-03-01,French Toast,,120.000,3
2018-03-02,Landbrød,,1383.750,31
2018-03-02,Banana Bread,,210.000,7
2018-03-02,Other brød,,192.000,4
2018-03-02,Cookie,Bright,154.000,7
2018-03-02,Brownie,,150.000,5
2018-03-02,French Toast,,40.000,1
2018-03-02,Almond Croissant,,490.000,14
2018-03-02,Half Landbrød,,25.000,1
2018-03-02,Muffin,,210.000,7
2018-03-02,Hindbærsnitte,,440.000,22
2018-03-02,Kanelsnegl,,448.000,16
2018-03-03,Hindbærsnitte,,460.000,23
2018-03-03,French Toast,,360.000,9
2018-03-03,Cookie,Bright,330.000,15
2018-03-03,Banana Bread,,360.000,12
2018-03-03,Landbrød,,1343.250,30
2018-03-03,Other brød,,96.000,2
2018-03-03,Muffin,,330.000,11
2018-03-03,Half Landbrød,,25.000,1
2018-03-03,Kanelsnegl,,476.000,17
2018-03-03,Croissant,,28.000,1
2018-03-03,Brownie,,450.000,15
2018-03-03,Almond Croissant,,560.000,16
2018-03-03,Cookie,Dark,22.000,1
2018-03-04,Landbrød,,630.000,14
2018-03-04,Kanelsnegl,,336.000,12
2018-03-04,Half Landbrød,,50.000,2
2018-03-04,Brownie,,210.000,7
2018-03-04,French Toast,,160.000,4
2018-03-04,Hindbærsnitte,,300.000,15
2018-03-04,Muffin,,322.500,11
2018-03-04,Almond Croissant,,303.650,9
2018-03-04,Other brød,,96.000,2
2018-03-04,Cookie,Bright,22.000,1
2018-03-04,Banana Bread,,308.770,11
2018-03-05,Kanelsnegl,,364.000,13
2018-03-05,Muffin,,210.000,7
2018-03-05,Cookie,Bright,88.000,4
2018-03-05,Brownie,,60.000,2
2018-03-05,Landbrød,,1125.000,25
2018-03-05,Other brød,,96.000,2
2018-03-05,Hindbærsnitte,,120.000,6
2018-03-05,French Toast,,160.000,4
2018-03-05,Almond Croissant,,455.000,13
2018-03-05,Banana Bread,,225.000,8
2018-03-05,Half Landbrød,,25.000,1
2018-03-06,Landbrød,,708.750,16
2018-03-06,Muffin,,130.260,5
2018-03-06,Almond Croissant,,315.000,9
2018-03-06,Cookie,Bright,132.000,6
2018-03-06,Hindbærsnitte,,200.000,10
2018-03-06,Kanelsnegl,,252.000,9
2018-03-06,Banana Bread,,150.000,5
2018-03-06,Brownie,,120.000,4
2018-03-06,Half Landbrød,,50.000,2
2018-03-07,Brownie,,150.000,6
2018-03-07,Landbrød,,855.000,19
2018-03-07,Kanelsnegl,,196.000,7
2018-03-07,Cookie,Bright,110.000,5
2018-03-07,Banana Bread,,240.000,8
2018-03-07,French Toast,,80.000,2
2018-03-07,Half Landbrød,,75.000,3
2018-03-07,Muffin,,120.000,4
2018-03-07,Hindbærsnitte,,200.000,10
2018-03-07,Almond Croissant,,420.000,12
2018-03-07,Other brød,,132.000,3
2018-03-08,Almond Croissant,,315.000,9
2018-03-08,Landbrød,,753.750,17
2018-03-08,Half Landbrød,,25.000,1
2018-03-08,Other brød,,48.000,1
2018-03-08,Brownie,,120.000,4
2018-03-08,Hindbærsnitte,,200.000,10
2018-03-08,Banana Bread,,360.000,12
2018-03-08,Cookie,Bright,38.500,2
2018-03-08,Muffin,,300.000,10
2018-03-08,Kanelsnegl,,448.000,16
2018-03-09,Almond Croissant,,420.000,12
2018-03-09,Other brød,,240.000,5
2018-03-09,Kanelsnegl,,308.000,11
2018-03-09,Muffin,,240.000,8
2018-03-09,French Toast,,160.000,4
2018-03-09,Cookie,Bright,220.000,10
2018-03-09,Brownie,,150.000,5
2018-03-09,Hindbærsnitte,,400.000,20
2018-03-09,Half Landbrød,,193.750,8
2018-03-09,Landbrød,,1395.000,31
2018-03-09,Banana Bread,,232.500,8
2018-03-10,Banana Bread,,210.000,7
2018-03-10,Half Landbrød,,44.930,2
2018-03-10,Almond Croissant,,630.000,18
2018-03-10,Hindbærsnitte,,300.000,15
2018-03-10,Landbrød,,1305.000,29
2018-03-10,French Toast,,320.000,8
2018-03-10,Kanelsnegl,,504.000,18
2018-03-10,Brownie,,360.000,12
2018-03-10,Cookie,Bright,258.500,12
2018-03-10,Other brød,,240.000,5
2018-03-10,Muffin,,390.000,13
2018-03-11,Banana Bread,,465.000,16
2018-03-11,Landbrød,,540.000,12
2018-03-11,Almond Croissant,,481.250,14
2018-03-11,Half Landbrød,,25.000,1
2018-03-11,Cookie,Bright,154.000,7
2018-03-11,Other brød,,96.000,2
2018-03-11,Brownie,,210.000,7
2018-03-11,French Toast,,40.000,1
2018-03-11,Hindbærsnitte,,160.000,8
2018-03-11,Kanelsnegl,,497.000,18
2018-03-11,Muffin,,225.410,8
2018-03-12,Hindbærsnitte,,120.000,6
2018-03-12,Brownie,,210.000,7
2018-03-12,Almond Croissant,,350.000,10
2018-03-12,Cookie,Bright,66.000,3
2018-03-12,Kanelsnegl,,252.000,9
2018-03-12,French Toast,,200.000,5
2018-03-12,Muffin,,120.000,4
2018-03-12,Landbrød,,720.000,16
2018-03-12,Other brød,,144.000,3
2018-03-12,Banana Bread,,180.000,6
2018-03-13,French Toast,,160.000,4
2018-03-13,Almond Croissant,,420.000,12
2018-03-13,Cookie,Bright,198.000,9
2018-03-13,Banana Bread,,150.000,5
2018-03-13,Hindbærsnitte,,360.000,18
2018-03-13,Half Landbrød,,25.000,1
2018-03-13,Other brød,,48.000,1
2018-03-13,Kanelsnegl,,336.000,12
2018-03-13,Landbrød,,933.750,21
2018-03-13,Brownie,,150.000,5
2018-03-14,Other brød,,96.000,2
2018-03-14,Hindbærsnitte,,140.000,7
2018-03-14,Almond Croissant,,280.000,8
2018-03-14,Cookie,Bright,110.000,5
2018-03-14,Landbrød,,499.500,12
2018-03-14,Muffin,,150.000,5
2018-03-14,Banana Bread,,240.000,8
2018-03-14,Kanelsnegl,,252.000,9
2018-03-14,Brownie,,60.000,2
2018-03-15,Almond Croissant,,490.000,14
2018-03-15,Banana Bread,,180.000,6
2018-03-15,Cookie,Dark,66.000,3
2018-03-15,Muffin,,150.000,5
2018-03-15,Brownie,,150.000,5
2018-03-15,Hindbærsnitte,,220.000,11
2018-03-15,French Toast,,280.000,7
2018-03-15,Other brød,,192.000,4
2018-03-15,Landbrød,,832.500,19
2018-03-15,Kanelsnegl,,252.000,9
2018-03-15,Cookie,Bright,280.500,13
2018-03-16,Cookie,Dark,104.500,5
2018-03-16,Muffin,,330.000,11
2018-03-16,Hindbærsnitte,,320.000,16
2018-03-16,Cookie,Bright,286.000,13
2018-03-16,Kanelsnegl,,469.000,17
2018-03-16,Landbrød,,1260.000,28
2018-03-16,Brownie,,240.000,8
2018-03-16,Banana Bread,,360.000,12
2018-03-16,Half Landbrød,,150.000,6
2018-03-16,Almond Croissant,,525.000,15
2018-03-16,French Toast,,120.000,3
2018-03-17,Brownie,,420.000,14
2018-03-17,Almond Croissant,,665.000,19
2018-03-17,Muffin,,360.000,12
2018-03-17,French Toast,,240.000,6
2018-03-17,Kanelsnegl,,532.000,19
2018-03-17,Landbrød,,1287.000,29
2018-03-17,Banana Bread,,472.500,16
2018-03-17,Cookie,Dark,176.000,8
2018-03-17,Other brød,,384.000,8
2018-03-17,Cookie,Bright,330.000,15
2018-03-17,Hindbærsnitte,,560.000,28
2018-03-17,Half Landbrød,,25.000,1
2018-03-18,Hindbærsnitte,,360.000,18
2018-03-18,Banana Bread,,330.000,11
2018-03-18,Cookie,Bright,242.000,11
2018-03-18,Muffin,,300.000,10
2018-03-18,Brownie,,270.000,9
2018-03-18,Other brød,,48.000,1
2018-03-18,Landbrød,,720.000,16
2018-03-18,Kanelsnegl,,252.000,9
2018-03-18,French Toast,,200.000,5
2018-03-18,Half Landbrød,,50.000,2
2018-03-18,Cookie,Dark,132.000,6
2018-03-18,Almond Croissant,,385.000,11
2018-03-19,Other brød,,48.000,1
2018-03-19,Croissant,,56.000,2
2018-03-19,Almond Croissant,,315.000,9
2018-03-19,Banana Bread,,180.000,6
2018-03-19,Landbrød,,900.000,20
2018-03-19,Muffin,,90.000,3
2018-03-19,Cookie,Bright,132.000,6
2018-03-19,Brownie,,240.000,8
2018-03-19,Hindbærsnitte,,320.000,16
2018-03-19,Kanelsnegl,,168.000,6
2018-03-20,French Toast,,40.000,1
2018-03-20,Muffin,,180.000,6
2018-03-20,Brownie,,180.000,6
2018-03-20,Cookie,Bright,110.000,5
2018-03-20,Hindbærsnitte,,320.000,16
2018-03-20,Half Landbrød,,43.750,2
2018-03-20,Banana Bread,,240.000,8
2018-03-20,Landbrød,,760.000,17
2018-03-21,Banana Bread,,352.500,12
2018-03-21,Landbrød,,810.000,18
2018-03-21,Brownie,,180.000,6
2018-03-21,Cookie,Bright,220.000,10
2018-03-21,Half Landbrød,,25.000,1
2018-03-21,French Toast,,200.000,5
2018-03-21,Hindbærsnitte,,280.000,14
2018-03-21,Muffin,,150.000,5
2018-03-21,Cookie,Dark,88.000,4
2018-03-22,Landbrød,,393.750,9
2018-03-22,French Toast,,120.000,3
2018-03-22,Other brød,,96.000,2
2018-03-22,Hindbærsnitte,,135.000,7
2018-03-22,Banana Bread,,360.000,12
2018-03-22,Brownie,,180.000,6
2018-03-22,Half Landbrød,,25.000,1
2018-03-22,Cookie,Bright,110.000,5
2018-03-22,Cookie,Dark,44.000,2
2018-03-23,Half Landbrød,,75.000,3
2018-03-23,Other brød,,240.000,5
2018-03-23,Brownie,,300.000,10
2018-03-23,Hindbærsnitte,,400.000,20
2018-03-23,Landbrød,,1305.000,29
2018-03-23,Cookie,Dark,110.000,5
2018-03-23,Banana Bread,,330.000,11
2018-03-23,French Toast,,160.000,4
2018-03-23,Cookie,Bright,198.000,9
2018-03-24,Landbrød,,1575.000,35
2018-03-24,Cookie,Dark,264.000,12
2018-03-24,Hindbærsnitte,,574.140,29
2018-03-24,Half Landbrød,,50.000,2
2018-03-24,French Toast,,200.000,5
2018-03-24,Other brød,,288.000,6
2018-03-24,Banana Bread,,390.000,13
2018-03-24,Brownie,,480.000,16
2018-03-24,Cookie,Bright,370.000,17
2018-03-25,Sukker Croissant,,450.000,15
2018-03-25,Cookie,Bright,242.000,11
2018-03-25,Cookie,Dark,154.000,7
2018-03-25,Brownie,,180.000,6
2018-03-25,Landbrød,,888.750,20
2018-03-25,Hindbærsnitte,,240.000,12
2018-03-25,Banana Bread,,360.000,12
2018-03-25,French Toast,,80.000,2
2018-03-25,Other brød,,84.000,2
2018-03-25,Half Landbrød,,75.000,3
2018-03-26,Brownie,,270.000,9
2018-03-26,French Toast,,280.000,7
2018-03-26,Hindbærsnitte,,380.000,19
2018-03-26,Sukker Croissant,,360.000,12
2018-03-26,Banana Bread,,240.000,8
2018-03-26,Half Landbrød,,50.000,2
2018-03-26,Cookie,Bright,220.000,10
2018-03-26,Cookie,Dark,148.500,7
2018-03-26,Landbrød,,978.750,22
2018-03-27,French Toast,,200.000,5
2018-03-27,Landbrød,,810.000,18
2018-03-27,Brownie,,420.000,14
2018-03-27,Hindbærsnitte,,480.000,24
2018-03-27,Half Landbrød,,50.000,2
2018-03-27,Sukker Croissant,,330.000,11
2018-03-27,Cookie,Bright,330.000,15
2018-03-27,Cookie,Dark,110.000,5
2018-03-28,Sukker Croissant,,457.830,17
2018-03-28,Other brød,,240.000,5
2018-03-28,Cookie,Bright,242.000,11
2018-03-28,Brownie,,210.000,7
2018-03-28,Banana Bread,,390.000,13
2018-03-28,Croissant,,28.000,1
2018-03-28,Hindbærsnitte,,400.000,20
2018-03-28,French Toast,,160.000,4
2018-03-28,Half Landbrød,,75.000,3
2018-03-28,Cookie,Dark,154.000,7
2018-03-28,Landbrød,,1080.000,24
2018-03-29,Landbrød,,540.000,12
2018-03-29,Sukker Croissant,,390.000,13
2018-03-29,Other brød,,48.000,1
2018-03-29,French Toast,,120.000,3
2018-03-29,Hindbærsnitte,,80.000,4
2018-03-29,Brownie,,180.000,6
2018-03-29,Cookie,Dark,154.000,7
2018-03-29,Cookie,Bright,308.000,14
2018-03-29,Half Landbrød,,25.000,1
2018-03-29,Banana Bread,,240.000,8
2018-03-30,Banana Bread,,450.000,15
2018-03-30,Cookie,Bright,412.500,19
2018-03-30,Cookie,Dark,198.640,10
2018-03-30,French Toast,,280.000,7
2018-03-30,Hindbærsnitte,,420.000,21
2018-03-30,Brownie,,240.000,8
2018-03-30,Sukker Croissant,,600.000,20
2018-03-30,Half Landbrød,,75.000,3
2018-03-30,Landbrød,,765.000,17
2018-03-31,Brownie,,120.000,4
2018-03-31,French Toast,,160.000,4
2018-03-31,Banana Bread,,420.000,14
2018-03-31,Sukker Croissant,,780.000,26
2018-03-31,Half Landbrød,,150.000,6
2018-03-31,Cookie,Dark,220.000,10
2018-03-31,Cookie,Bright,308.000,14
2018-03-31,Landbrød,,1125.000,25
2018-03-31,Hindbærsnitte,,660.000,33
2018-03-31,Other brød,,288.000,6
2018-04-01,Other brød,,48.000,1
2018-04-01,Banana Bread,,178.810,6
2018-04-01,Brownie,,195.000,7
2018-04-01,French Toast,,160.000,4
2018-04-01,Cookie,Dark,44.000,2
2018-04-01,Cookie,Bright,176.000,8
2018-04-01,Half Landbrød,,50.000,2
2018-04-01,Landbrød,,573.750,13
2018-04-01,Sukker Croissant,,480.000,16
2018-04-01,Hindbærsnitte,,320.000,16
2018-04-02,Cookie,Bright,286.000,13
2018-04-02,Landbrød,,765.000,17
2018-04-02,French Toast,,160.000,4
2018-04-02,Cookie,Dark,110.000,5
2018-04-02,Other brød,,192.000,4
2018-04-02,Half Landbrød,,50.000,2
2018-04-02,Banana Bread,,270.000,9
2018-04-02,Brownie,,180.000,6
2018-04-02,Sukker Croissant,,450.000,15
2018-04-02,Hindbærsnitte,,260.000,13
2018-04-03,Sukker Croissant,,60.000,2
2018-04-03,Hindbærsnitte,,160.000,8
2018-04-03,French Toast,,40.000,1
2018-04-03,Landbrød,,495.000,11
2018-04-03,Banana Bread,,300.000,10
2018-04-03,Brownie,,90.000,3
2018-04-03,Cookie,Bright,110.000,5
2018-04-03,Other brød,,48.000,1
2018-04-03,Half Landbrød,,25.000,1
2018-04-04,French Toast,,80.000,2
2018-04-04,Landbrød,,585.000,13
2018-04-04,Banana Bread,,270.000,9
2018-04-04,Hindbærsnitte,,240.000,12
2018-04-04,Brownie,,30.000,1
2018-04-04,Other brød,,48.000,1
2018-04-04,Half Landbrød,,50.000,2
2018-04-04,Sukker Croissant,,330.000,11
2018-04-04,Cookie,Bright,110.000,5
2018-04-04,Cookie,Dark,66.000,3
2018-04-05,French Toast,,120.000,3
2018-04-05,Cookie,Dark,154.000,7
2018-04-05,Hindbærsnitte,,220.000,11
2018-04-05,Landbrød,,911.250,21
2018-04-05,Sukker Croissant,,330.000,11
2018-04-05,Banana Bread,,330.000,11
2018-04-05,Cookie,Bright,242.000,11
2018-04-05,Brownie,,150.000,5
2018-04-06,Hindbærsnitte,,500.000,25
2018-04-06,Brownie,,120.000,4
2018-04-06,Other brød,,144.000,3
2018-04-06,Half Landbrød,,75.000,3
2018-04-06,Landbrød,,1125.000,25
2018-04-06,French Toast,,150.000,4
2018-04-06,Sukker Croissant,,150.000,5
2018-04-06,Cookie,Bright,176.000,8
2018-04-06,Cookie,Dark,176.000,8
2018-04-06,Banana Bread,,390.000,13
2018-04-07,Banana Bread,,420.000,14
2018-04-07,Landbrød,,1530.000,34
2018-04-07,French Toast,,240.000,6
2018-04-07,Hindbærsnitte,,640.000,32
2018-04-07,Half Landbrød,,100.000,4
2018-04-07,Other brød,,72.000,2
2018-04-07,Sukker Croissant,,270.000,9
2018-04-07,Cookie,Dark,242.000,11
2018-04-07,Cookie,Bright,440.000,20
2018-04-07,Brownie,,330.000,11
2018-04-08,Cookie,Bright,170.500,8
2018-04-08,French Toast,,240.000,6
2018-04-08,Half Landbrød,,50.000,2
2018-04-08,Hindbærsnitte,,420.000,21
2018-04-08,Brownie,,150.000,5
2018-04-08,Cookie,Dark,66.000,3
2018-04-08,Sukker Croissant,,390.000,13
2018-04-08,Banana Bread,,270.000,9
2018-04-08,Landbrød,,450.000,10
2018-04-09,Half Landbrød,,25.000,1
2018-04-09,Cookie,Bright,220.000,10
2018-04-09,Sukker Croissant,,180.000,6
2018-04-09,French Toast,,80.000,2
2018-04-09,Banana Bread,,150.000,5
2018-04-09,Hindbærsnitte,,80.000,4
2018-04-09,Brownie,,360.000,12
2018-04-09,Landbrød,,765.000,17
2018-04-09,Cookie,Dark,154.000,7
2018-04-10,Hindbærsnitte,,260.000,13
2018-04-10,Brownie,,101.610,5
2018-04-10,Cookie,Bright,214.500,10
2018-04-10,Cookie,Dark,110.000,5
2018-04-10,Landbrød,,675.000,15
2018-04-10,French Toast,,160.000,4
2018-04-10,Half Landbrød,,50.000,2
2018-04-11,Landbrød,,495.000,11
2018-04-11,Hindbærsnitte,,180.000,9
2018-04-11,Sukker Croissant,,240.000,8
2018-04-11,Cookie,Dark,154.000,7
2018-04-11,Cookie,Bright,154.000,7
2018-04-11,French Toast,,120.000,3
2018-04-11,Half Landbrød,,125.000,5
2018-04-11,Brownie,,120.000,4
2018-04-11,Banana Bread,,210.000,7
2018-04-12,Brownie,,210.000,7
2018-04-12,Cookie,Dark,198.000,9
2018-04-12,Banana Bread,,300.000,10
2018-04-12,French Toast,,120.000,3
2018-04-12,Hindbærsnitte,,220.000,11
2018-04-12,Sukker Croissant,,240.000,8
2018-04-12,Cookie,Bright,264.000,12
2018-04-12,Landbrød,,855.000,19
2018-04-12,Half Landbrød,,50.000,2
2018-04-13,Banana Bread,,480.000,16
2018-04-13,Sukker Croissant,,390.000,13
2018-04-13,Landbrød,,720.000,16
2018-04-13,French Toast,,320.000,8
2018-04-13,Brownie,,90.000,3
2018-04-13,Cookie,Bright,456.500,21
2018-04-13,Half Landbrød,,125.000,5
2018-04-13,Cookie,Dark,220.000,10
2018-04-13,Hindbærsnitte,,260.000,13
2018-04-13,Other brød,,48.000,1
2018-04-14,Banana Bread,,510.000,17
2018-04-14,Sukker Croissant,,630.000,21
2018-04-14,Landbrød,,1552.500,35
2018-04-14,Half Landbrød,,75.000,3
2018-04-14,Cookie,Dark,242.000,11
2018-04-14,Hindbærsnitte,,540.000,28
2018-04-14,Cookie,Bright,264.000,12
2018-04-14,French Toast,,280.000,7
2018-04-14,Brownie,,390.000,13
2018-04-15,Banana Bread,,150.000,5
2018-04-15,French Toast,,200.000,5
2018-04-15,Cookie,Dark,116.000,6
2018-04-15,Brownie,,30.000,1
2018-04-15,Cookie,Bright,176.000,8
2018-04-15,Sukker Croissant,,270.000,9
2018-04-15,Landbrød,,450.000,10
2018-04-15,Hindbærsnitte,,200.000,10
2018-04-16,Cookie,Dark,66.000,3
2018-04-16,Brownie,,240.000,8
2018-04-16,Sukker Croissant,,420.000,14
2018-04-16,French Toast,,120.000,3
2018-04-16,Half Landbrød,,25.000,1
2018-04-16,Cookie,Bright,154.000,7
2018-04-16,Hindbærsnitte,,300.000,15
2018-04-16,Banana Bread,,180.000,6
2018-04-16,Landbrød,,720.000,16
2018-04-17,Sukker Croissant,,150.000,5
2018-04-17,Landbrød,,585.000,13
2018-04-17,Half Landbrød,,25.000,1
2018-04-17,Brownie,,120.000,4
2018-04-17,French Toast,,200.000,5
2018-04-17,Cookie,Dark,66.000,3
2018-04-17,Cookie,Bright,132.000,6
2018-04-17,Hindbærsnitte,,200.000,10
2018-04-17,Banana Bread,,180.000,6
2018-04-18,Croissant,,28.000,1
2018-04-18,Sukker Croissant,,210.000,7
2018-04-18,Banana Bread,,270.000,9
2018-04-18,Cookie,Bright,198.000,9
2018-04-18,Hindbærsnitte,,280.000,14
2018-04-18,Cookie,Dark,30.830,2
2018-04-18,Brownie,,150.000,5
2018-04-18,Half Landbrød,,100.000,4
2018-04-18,Landbrød,,540.000,12
2018-04-18,French Toast,,40.000,1
2018-04-19,Sukker Croissant,,150.000,5
2018-04-19,Brownie,,270.000,9
2018-04-19,Half Landbrød,,25.000,1
2018-04-19,Banana Bread,,240.000,8
2018-04-19,Hindbærsnitte,,220.000,11
2018-04-19,Landbrød,,540.000,12
2018-04-19,Cookie,Dark,110.000,5
2018-04-19,Cookie,Bright,132.000,6
2018-04-19,French Toast,,80.000,2
2018-04-20,Brownie,,60.000,2
2018-04-20,Banana Bread,,420.000,14
2018-04-20,Hindbærsnitte,,100.000,5
2018-04-20,Cookie,Bright,220.000,10
2018-04-20,Sukker Croissant,,450.000,15
2018-04-20,Half Landbrød,,50.000,2
2018-04-20,Landbrød,,945.000,21
2018-04-20,French Toast,,150.000,5
2018-04-20,Cookie,Dark,66.000,3
2018-04-21,Half Landbrød,,100.000,4
2018-04-21,Banana Bread,,360.000,12
2018-04-21,Cookie,Dark,132.000,6
2018-04-21,French Toast,,400.000,10
2018-04-21,Cookie,Bright,308.000,14
2018-04-21,Hindbærsnitte,,340.000,17
2018-04-21,Other brød,,96.000,2
2018-04-21,Brownie,,120.000,4
2018-04-21,Landbrød,,1305.000,29
2018-04-21,Sukker Croissant,,450.000,15
2018-04-22,Other brød,,96.000,2
2018-04-22,Hindbærsnitte,,200.000,10
2018-04-22,Cookie,Dark,176.000,8
2018-04-22,Brownie,,330.000,11
2018-04-22,Cookie,Bright,286.000,13
2018-04-22,Half Landbrød,,50.000,2
2018-04-22,Banana Bread,,390.000,13
2018-04-22,Sukker Croissant,,240.000,8
2018-04-22,French Toast,,120.000,3
2018-04-22,Landbrød,,315.000,7
2018-04-23,Hindbærsnitte,,300.000,15
2018-04-23,Brownie,,90.000,3
2018-04-23,French Toast,,40.000,1
2018-04-23,Cookie,Dark,220.000,10
2018-04-23,Other brød,,48.000,1
2018-04-23,Banana Bread,,210.000,7
2018-04-23,Landbrød,,819.000,19
2018-04-23,Cookie,Bright,242.000,11
2018-04-23,Sukker Croissant,,150.000,5
2018-04-23,Croissant,,280.000,10
2018-04-23,Half Landbrød,,100.000,4
2018-04-24,Cookie,Dark,44.000,2
2018-04-24,Cookie,Bright,88.000,4
2018-04-24,Landbrød,,630.000,14
2018-04-24,Hindbærsnitte,,300.000,15
2018-04-24,Banana Bread,,120.000,4
2018-04-24,French Toast,,160.000,4
2018-04-24,Brownie,,150.000,5
2018-04-24,Sukker Croissant,,270.000,9
2018-04-25,Brownie,,90.000,3
2018-04-25,French Toast,,80.000,2
2018-04-25,Cookie,Bright,286.000,13
2018-04-25,Half Landbrød,,50.000,2
2018-04-25,Banana Bread,,270.000,9
2018-04-25,Cookie,Dark,154.000,7
2018-04-25,Landbrød,,495.000,11
2018-04-25,Sukker Croissant,,412.500,14
2018-04-25,Hindbærsnitte,,320.000,16
2018-04-26,Banana Bread,,270.000,9
2018-04-26,Brownie,,120.000,4
2018-04-26,Landbrød,,1485.000,33
2018-04-26,French Toast,,200.000,5
2018-04-26,Cookie,Bright,176.000,8
2018-04-26,Hindbærsnitte,,300.000,15
2018-04-26,Sukker Croissant,,420.000,14
2018-04-26,Cookie,Dark,154.000,7
2018-04-26,Other brød,,144.000,3
2018-04-26,Half Landbrød,,25.000,1
2018-04-27,Banana Bread,,450.000,15
2018-04-27,Cookie,Bright,396.000,18
2018-04-27,Sukker Croissant,,630.000,21
2018-04-27,Other brød,,48.000,1
2018-04-27,Landbrød,,750.000,17
2018-04-27,Brownie,,210.000,7
2018-04-27,Hindbærsnitte,,440.000,22
2018-04-27,Cookie,Dark,44.000,2
2018-04-27,French Toast,,200.000,5
2018-04-28,Cookie,Dark,198.000,9
2018-04-28,Hindbærsnitte,,460.000,23
2018-04-28,Sukker Croissant,,420.000,14
2018-04-28,Landbrød,,1440.000,32
2018-04-28,Banana Bread,,390.000,13
2018-04-28,French Toast,,400.000,10
2018-04-28,Cookie,Bright,418.000,19
2018-04-28,Brownie,,300.000,10
2018-04-28,Half Landbrød,,100.000,4
2018-04-29,Other brød,,96.000,2
2018-04-29,French Toast,,240.000,6
2018-04-29,Cookie,Bright,352.000,16
2018-04-29,Cookie,Dark,66.000,3
2018-04-29,Brownie,,120.000,4
2018-04-29,Hindbærsnitte,,100.000,5
2018-04-29,Banana Bread,,150.000,5
2018-04-29,Half Landbrød,,75.000,3
2018-04-29,Landbrød,,1170.000,26
2018-04-29,Sukker Croissant,,450.000,15
2018-04-30,Brownie,,300.000,10
2018-04-30,Banana Bread,,270.000,9
2018-04-30,Cookie,Bright,220.000,11
2018-04-30,Sukker Croissant,,270.000,9
2018-04-30,Croissant,,56.000,2
2018-04-30,Other brød,,96.000,2
2018-04-30,Cookie,Dark,66.000,3
2018-04-30,Half Landbrød,,25.000,1
2018-04-30,Hindbærsnitte,,220.000,11
2018-04-30,Landbrød,,810.000,18
2018-04-30,French Toast,,200.000,5
2018-05-01,Half Landbrød,,100.000,4
2018-05-01,French Toast,,120.000,3
2018-05-01,Banana Bread,,330.000,11
2018-05-01,Cookie,Bright,286.000,13
2018-05-01,Cookie,Dark,110.000,5
2018-05-01,Landbrød,,495.000,11
2018-05-01,Brownie,,210.000,7
2018-05-01,Hindbærsnitte,,340.000,17
2018-05-01,Croissant,,56.000,2
2018-05-01,Sukker Croissant,,150.000,5
2018-05-01,Other brød,,144.000,3
2018-05-02,Landbrød,,450.000,10
2018-05-02,Hindbærsnitte,,280.000,14
2018-05-02,Cookie,Dark,22.000,1
2018-05-02,Cookie,Bright,264.000,12
2018-05-02,French Toast,,160.000,4
2018-05-02,Banana Bread,,180.000,6
2018-05-02,Brownie,,90.000,3
2018-05-02,Half Landbrød,,100.000,4
2018-05-02,Sukker Croissant,,150.000,5
2018-05-03,French Toast,,120.000,3
